subfolder,rank,word,count,total_files,total_words,estimated_cost
demo-files-tv-split,271,לכך,14,12,32665,1.6584
demo-files-tv-split,272,יקרה,14,12,32665,1.6584
demo-files-tv-split,273,חוזרים,14,12,32665,1.6584
demo-files-tv-split,274,התיכון,14,12,32665,1.6584
demo-files-tv-split,275,אותי,14,12,32665,1.6584
demo-files-tv-split,276,אש,14,12,32665,1.6584
demo-files-tv-split,277,מצד,14,12,32665,1.6584
demo-files-tv-split,278,ועוד,14,12,32665,1.6584
demo-files-tv-split,279,הולך,14,12,32665,1.6584
demo-files-tv-split,280,שכל,14,12,32665,1.6584
demo-files-tv-split,281,מול,14,12,32665,1.6584
demo-files-tv-split,282,לאחר,14,12,32665,1.6584
demo-files-tv-split,283,שתי,14,12,32665,1.6584
demo-files-tv-split,284,תמיד,14,12,32665,1.6584
demo-files-tv-split,285,דרך,14,12,32665,1.6584
demo-files-tv-split,286,שצריך,14,12,32665,1.6584
demo-files-tv-split,287,חברים,14,12,32665,1.6584
demo-files-tv-split,288,בלי,14,12,32665,1.6584
demo-files-tv-split,289,כתר,14,12,32665,1.6584
demo-files-tv-split,290,נשיא,14,12,32665,1.6584
demo-files-tv-split,291,ערב,13,12,32665,1.6584
demo-files-tv-split,292,הראשונה,13,12,32665,1.6584
demo-files-tv-split,293,מואב,13,12,32665,1.6584
demo-files-tv-split,294,ארה״ב,13,12,32665,1.6584
demo-files-tv-split,295,המצב,13,12,32665,1.6584
demo-files-tv-split,296,לפי,13,12,32665,1.6584
demo-files-tv-split,297,תהיה,13,12,32665,1.6584
demo-files-tv-split,298,איזושהי,13,12,32665,1.6584
demo-files-tv-split,299,טרור,13,12,32665,1.6584
demo-files-tv-split,300,מהם,13,12,32665,1.6584
demo-files-tv-split,301,העולם,13,12,32665,1.6584
demo-files-tv-split,302,הביתה,13,12,32665,1.6584
demo-files-tv-split,303,שר,13,12,32665,1.6584
demo-files-tv-split,304,בית,13,12,32665,1.6584
demo-files-tv-split,305,עשה,13,12,32665,1.6584
demo-files-tv-split,306,בטח,13,12,32665,1.6584
demo-files-tv-split,307,היינו,13,12,32665,1.6584
demo-files-tv-split,308,מבין,13,12,32665,1.6584
demo-files-tv-split,309,נכנס,13,12,32665,1.6584
demo-files-tv-split,310,טורקיה,13,12,32665,1.6584
demo-files-tv-split,311,שמח,12,12,32665,1.6584
demo-files-tv-split,312,תוך,12,12,32665,1.6584
demo-files-tv-split,313,לישראל,12,12,32665,1.6584
demo-files-tv-split,314,מדבר,12,12,32665,1.6584
demo-files-tv-split,315,מקווה,12,12,32665,1.6584
demo-files-tv-split,316,יהיו,12,12,32665,1.6584
demo-files-tv-split,317,לדברים,12,12,32665,1.6584
demo-files-tv-split,318,איזשהו,12,12,32665,1.6584
demo-files-tv-split,319,לשחרר,12,12,32665,1.6584
demo-files-tv-split,320,העניין,12,12,32665,1.6584
demo-files-tv-split,321,כזאת,12,12,32665,1.6584
demo-files-tv-split,322,הפעם,12,12,32665,1.6584
demo-files-tv-split,323,למען,12,12,32665,1.6584
demo-files-tv-split,324,ארצות,12,12,32665,1.6584
demo-files-tv-split,325,לקבל,12,12,32665,1.6584
demo-files-tv-split,326,ילדים,12,12,32665,1.6584
demo-files-tv-split,327,אחרים,12,12,32665,1.6584
demo-files-tv-split,328,לה,12,12,32665,1.6584
demo-files-tv-split,329,האחרונות,12,12,32665,1.6584
demo-files-tv-split,330,וכל,12,12,32665,1.6584
demo-files-tv-split,331,מלא,12,12,32665,1.6584
demo-files-tv-split,332,השוקולד,12,12,32665,1.6584
demo-files-tv-split,333,מירי,12,12,32665,1.6584
demo-files-tv-split,334,לתת,12,12,32665,1.6584
demo-files-tv-split,335,התוכנית,12,12,32665,1.6584
demo-files-tv-split,336,הביטחון,12,12,32665,1.6584
demo-files-tv-split,337,השבאק,12,12,32665,1.6584
demo-files-tv-split,338,חשובה,12,12,32665,1.6584
demo-files-tv-split,339,אירוע,12,12,32665,1.6584
demo-files-tv-split,340,שעות,11,12,32665,1.6584
demo-files-tv-split,341,מאז,11,12,32665,1.6584
demo-files-tv-split,342,לחמאס,11,12,32665,1.6584
demo-files-tv-split,343,מסע,11,12,32665,1.6584
demo-files-tv-split,344,מתוך,11,12,32665,1.6584
demo-files-tv-split,345,שגם,11,12,32665,1.6584
demo-files-tv-split,346,בהמשך,11,12,32665,1.6584
demo-files-tv-split,347,מהר,11,12,32665,1.6584
demo-files-tv-split,348,אליו,11,12,32665,1.6584
demo-files-tv-split,349,במזרח,11,12,32665,1.6584
demo-files-tv-split,350,שלכם,11,12,32665,1.6584
demo-files-tv-split,351,די,11,12,32665,1.6584
demo-files-tv-split,352,ועד,11,12,32665,1.6584
demo-files-tv-split,353,מחבלים,11,12,32665,1.6584
demo-files-tv-split,354,בני,11,12,32665,1.6584
demo-files-tv-split,355,לבד,11,12,32665,1.6584
demo-files-tv-split,356,ממשיכים,11,12,32665,1.6584
demo-files-tv-split,357,והיא,11,12,32665,1.6584
demo-files-tv-split,358,אף,11,12,32665,1.6584
demo-files-tv-split,359,האחרונה,11,12,32665,1.6584
demo-files-tv-split,360,מגיע,11,12,32665,1.6584
demo-files-tv-split,361,שאתם,11,12,32665,1.6584
demo-files-tv-split,362,יחד,11,12,32665,1.6584
demo-files-tv-split,363,שנה,11,12,32665,1.6584
demo-files-tv-split,364,הסוכות,11,12,32665,1.6584
demo-files-tv-split,365,נשמע,11,12,32665,1.6584
demo-files-tv-split,366,צריכה,11,12,32665,1.6584
demo-files-tv-split,367,לכאורה,11,12,32665,1.6584
demo-files-tv-split,368,בעניין,11,12,32665,1.6584
demo-files-tv-split,369,הבא,11,12,32665,1.6584
demo-files-tv-split,370,מסתכל,11,12,32665,1.6584
demo-files-tv-split,371,אמיר,11,12,32665,1.6584
demo-files-tv-split,372,איראן,11,12,32665,1.6584
demo-files-tv-split,373,ליברמן,11,12,32665,1.6584
demo-files-tv-split,374,רונן,11,12,32665,1.6584
demo-files-tv-split,375,אליור,10,12,32665,1.6584
demo-files-tv-split,376,זהו,10,12,32665,1.6584
demo-files-tv-split,377,משמעותי,10,12,32665,1.6584
demo-files-tv-split,378,להתחיל,10,12,32665,1.6584
demo-files-tv-split,379,מהצד,10,12,32665,1.6584
demo-files-tv-split,380,אופטימיות,10,12,32665,1.6584
demo-files-tv-split,381,לחץ,10,12,32665,1.6584
demo-files-tv-split,382,שטראמפ,10,12,32665,1.6584
demo-files-tv-split,383,פרס,10,12,32665,1.6584
demo-files-tv-split,384,לשם,10,12,32665,1.6584
demo-files-tv-split,385,מיד,10,12,32665,1.6584
demo-files-tv-split,386,לגמרי,10,12,32665,1.6584
demo-files-tv-split,387,לפגוע,10,12,32665,1.6584
demo-files-tv-split,388,בשבוע,10,12,32665,1.6584
demo-files-tv-split,389,שאולי,10,12,32665,1.6584
demo-files-tv-split,390,החלק,10,12,32665,1.6584
demo-files-tv-split,391,למצב,10,12,32665,1.6584
demo-files-tv-split,392,מבינים,10,12,32665,1.6584
demo-files-tv-split,393,להמשיך,10,12,32665,1.6584
demo-files-tv-split,394,שבע,10,12,32665,1.6584
demo-files-tv-split,395,מספיק,10,12,32665,1.6584
demo-files-tv-split,396,ביחד,10,12,32665,1.6584
demo-files-tv-split,397,הנשק,10,12,32665,1.6584
demo-files-tv-split,398,סיום,10,12,32665,1.6584
demo-files-tv-split,399,הדרך,10,12,32665,1.6584
demo-files-tv-split,400,הפרטים,10,12,32665,1.6584
demo-files-tv-split,401,שהייתה,10,12,32665,1.6584
demo-files-tv-split,402,ואתה,10,12,32665,1.6584
demo-files-tv-split,403,עבודה,10,12,32665,1.6584
demo-files-tv-split,404,ישראלי,10,12,32665,1.6584
demo-files-tv-split,405,נורא,10,12,32665,1.6584
demo-files-tv-split,406,רה,10,12,32665,1.6584
demo-files-tv-split,407,בצד,10,12,32665,1.6584
demo-files-tv-split,408,אגיד,10,12,32665,1.6584
demo-files-tv-split,409,ניהול,10,12,32665,1.6584
demo-files-tv-split,410,התמונה,10,12,32665,1.6584
demo-files-tv-split,411,בשטח,10,12,32665,1.6584
demo-files-tv-split,412,הקטנים,10,12,32665,1.6584
demo-files-tv-split,413,פעילות,10,12,32665,1.6584
demo-files-tv-split,414,קורא,10,12,32665,1.6584
demo-files-tv-split,415,המילואים,10,12,32665,1.6584
demo-files-tv-split,416,פסטיבל,10,12,32665,1.6584
demo-files-tv-split,417,לשחרור,9,12,32665,1.6584
demo-files-tv-split,418,חיים,9,12,32665,1.6584
demo-files-tv-split,419,לחשוב,9,12,32665,1.6584
demo-files-tv-split,420,תקווה,9,12,32665,1.6584
demo-files-tv-split,421,ועל,9,12,32665,1.6584
demo-files-tv-split,422,חודשים,9,12,32665,1.6584
demo-files-tv-split,423,מתחילים,9,12,32665,1.6584
demo-files-tv-split,424,שומע,9,12,32665,1.6584
demo-files-tv-split,425,הערב,9,12,32665,1.6584
demo-files-tv-split,426,לקראת,9,12,32665,1.6584
demo-files-tv-split,427,נובל,9,12,32665,1.6584
demo-files-tv-split,428,האמריקני,9,12,32665,1.6584
demo-files-tv-split,429,העסקה,9,12,32665,1.6584
demo-files-tv-split,430,כמעט,9,12,32665,1.6584
demo-files-tv-split,431,שישי,9,12,32665,1.6584
demo-files-tv-split,432,אפשרות,9,12,32665,1.6584
demo-files-tv-split,433,וצריך,9,12,32665,1.6584
demo-files-tv-split,434,לפה,9,12,32665,1.6584
demo-files-tv-split,435,הגיעו,9,12,32665,1.6584
demo-files-tv-split,436,אצלנו,9,12,32665,1.6584
demo-files-tv-split,437,רצועת,9,12,32665,1.6584
demo-files-tv-split,438,ינסה,9,12,32665,1.6584
demo-files-tv-split,439,הצבא,9,12,32665,1.6584
demo-files-tv-split,440,האחרונים,9,12,32665,1.6584
demo-files-tv-split,441,קשה,9,12,32665,1.6584
demo-files-tv-split,442,טיפה,9,12,32665,1.6584
demo-files-tv-split,443,מישהו,9,12,32665,1.6584
demo-files-tv-split,444,קשר,9,12,32665,1.6584
demo-files-tv-split,445,שאת,9,12,32665,1.6584
demo-files-tv-split,446,ראינו,9,12,32665,1.6584
demo-files-tv-split,447,אמרה,9,12,32665,1.6584
demo-files-tv-split,448,אזרחים,9,12,32665,1.6584
demo-files-tv-split,449,מכל,9,12,32665,1.6584
demo-files-tv-split,450,מספר,9,12,32665,1.6584
demo-files-tv-split,451,למעלה,9,12,32665,1.6584
demo-files-tv-split,452,חברי,9,12,32665,1.6584
demo-files-tv-split,453,נוסף,9,12,32665,1.6584
demo-files-tv-split,454,הבנתי,9,12,32665,1.6584
demo-files-tv-split,455,בבקשה,9,12,32665,1.6584
demo-files-tv-split,456,הגדול,9,12,32665,1.6584
demo-files-tv-split,457,סמוטריץ,9,12,32665,1.6584
demo-files-tv-split,458,נכנסים,9,12,32665,1.6584
demo-files-tv-split,459,נושא,9,12,32665,1.6584
demo-files-tv-split,460,כולל,9,12,32665,1.6584
demo-files-tv-split,461,השיר,9,12,32665,1.6584
demo-files-tv-split,462,אה,9,12,32665,1.6584
demo-files-tv-split,463,ראיתי,9,12,32665,1.6584
demo-files-tv-split,464,מדי,9,12,32665,1.6584
demo-files-tv-split,465,שאלה,9,12,32665,1.6584
demo-files-tv-split,466,לצאת,9,12,32665,1.6584
demo-files-tv-split,467,להיכנס,9,12,32665,1.6584
demo-files-tv-split,468,הימין,9,12,32665,1.6584
demo-files-tv-split,469,חזרה,9,12,32665,1.6584
demo-files-tv-split,470,בארץ,9,12,32665,1.6584
demo-files-tv-split,471,חברה,9,12,32665,1.6584
demo-files-tv-split,472,בשום,9,12,32665,1.6584
demo-files-tv-split,473,תן,9,12,32665,1.6584
demo-files-tv-split,474,קצרה,9,12,32665,1.6584
demo-files-tv-split,475,נוספת,9,12,32665,1.6584
demo-files-tv-split,476,לב,9,12,32665,1.6584
demo-files-tv-split,477,מנסים,9,12,32665,1.6584
demo-files-tv-split,478,יוצא,9,12,32665,1.6584
demo-files-tv-split,479,הכוח,9,12,32665,1.6584
demo-files-tv-split,480,נמשיך,9,12,32665,1.6584
demo-files-tv-split,481,אסור,9,12,32665,1.6584
demo-files-tv-split,482,לזכור,9,12,32665,1.6584
demo-files-tv-split,483,זיני,9,12,32665,1.6584
demo-files-tv-split,484,כחברה,9,12,32665,1.6584
demo-files-tv-split,485,בשעה,8,12,32665,1.6584
demo-files-tv-split,486,שכבר,8,12,32665,1.6584
demo-files-tv-split,487,כלומר,8,12,32665,1.6584
